scorer,DLC_resnet101_DLC_TopDec8shuffle1_1030000,DLC_resnet101_DLC_TopDec8shuffle1_1030000,DLC_resnet101_DLC_TopDec8shuffle1_1030000,DLC_resnet101_DLC_TopDec8shuffle1_1030000,DLC_resnet101_DLC_TopDec8shuffle1_1030000,DLC_resnet101_DLC_TopDec8shuffle1_1030000,DLC_resnet101_DLC_TopDec8shuffle1_1030000,DLC_resnet101_DLC_TopDec8shuffle1_1030000,DLC_resnet101_DLC_TopDec8shuffle1_1030000
bodyparts,headR,headR,headR,headL,headL,headL,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,369.48504638671875,422.0516662597656,0.9999999403953552,388.943115234375,407.5106506347656,1.0,369.2345275878906,323.52972412109375,1.0
1,371.1169128417969,422.02362060546875,0.9999998807907104,389.7924499511719,406.6657409667969,0.9999998807907104,368.4252624511719,323.5247497558594,1.0
2,372.2003173828125,422.1636047363281,0.9999998807907104,390.3974609375,405.88446044921875,1.0,367.608642578125,323.3916320800781,1.0
3,373.47259521484375,422.39764404296875,0.9999998807907104,390.84881591796875,405.2718505859375,1.0,366.7198181152344,323.2696533203125,1.0
4,374.653564453125,422.3824768066406,0.9999998807907104,391.4700927734375,404.6961975097656,1.0,365.71356201171875,323.4842224121094,1.0
5,375.98443603515625,422.0679626464844,0.9999998807907104,392.21563720703125,403.9241638183594,0.9999999403953552,364.9876403808594,323.6455078125,1.0
6,377.5112609863281,421.74835205078125,0.9999998211860657,392.95233154296875,402.9552917480469,0.9999998807907104,364.2821044921875,323.7693176269531,1.0
7,378.7803649902344,421.4014587402344,0.9999998807907104,393.5940246582031,402.36273193359375,0.9999999403953552,363.384033203125,323.8810729980469,1.0
8,379.9003601074219,420.9803161621094,0.9999998807907104,394.7109680175781,401.1693115234375,0.9999998807907104,362.5801086425781,324.3668518066406,1.0
9,381.2843322753906,420.4342041015625,1.0,395.84765625,400.0511169433594,0.9999997615814209,361.9389343261719,324.6156005859375,1.0
10,382.9969787597656,419.80548095703125,1.0,396.6551208496094,399.3420104980469,0.9999997019767761,361.0959167480469,324.6165466308594,1.0
11,384.4724426269531,419.3814697265625,0.9999999403953552,397.13421630859375,398.3296813964844,0.9999995231628418,360.7329406738281,324.8589782714844,1.0
12,385.4158630371094,418.3751525878906,0.9999998807907104,397.60107421875,397.1857604980469,0.9999995231628418,359.3855285644531,325.2308654785156,1.0
13,386.1708984375,417.5426940917969,0.9999998807907104,398.3855285644531,396.2303466796875,0.9999995827674866,358.2672424316406,325.7961120605469,1.0
14,387.3415832519531,416.6478576660156,0.9999998807907104,398.9382019042969,396.3846130371094,0.9999997019767761,357.45318603515625,325.96893310546875,1.0
15,388.26202392578125,416.1668395996094,0.9999998807907104,399.50054931640625,395.8966979980469,0.9999997615814209,356.7153625488281,325.9396057128906,1.0
16,388.9574890136719,415.8072814941406,0.9999998807907104,400.0461120605469,395.344970703125,0.9999998807907104,355.9559631347656,325.94805908203125,1.0
17,389.7308044433594,415.5736389160156,0.9999999403953552,400.42498779296875,394.7740783691406,0.9999998807907104,355.10809326171875,326.0085754394531,1.0
18,390.560791015625,415.0294189453125,0.9999999403953552,400.96136474609375,393.86761474609375,0.9999998807907104,354.2701110839844,326.0932922363281,1.0
19,391.4258117675781,414.4844665527344,0.9999999403953552,401.14410400390625,392.748779296875,0.9999997615814209,353.30767822265625,326.0462341308594,1.0
20,392.1454162597656,413.92535400390625,0.9999998211860657,401.12872314453125,392.27972412109375,0.9999996423721313,352.21142578125,325.97589111328125,1.0
21,392.7686462402344,413.6632385253906,0.9999997615814209,401.1268310546875,391.7969970703125,0.9999997615814209,350.90350341796875,326.31085205078125,1.0
22,393.3578796386719,413.48004150390625,0.9999996423721313,401.1613464355469,391.39080810546875,0.9999997019767761,350.07464599609375,326.0718078613281,1.0
23,393.9080810546875,413.3900451660156,0.9999994039535522,401.5411071777344,390.86834716796875,0.9999998807907104,349.52667236328125,325.6917724609375,1.0
24,395.3381042480469,413.1990966796875,0.9999994039535522,402.08038330078125,390.2235107421875,0.9999998807907104,348.9803771972656,325.2917785644531,1.0
25,396.0467834472656,412.86810302734375,0.9999995827674866,402.4464416503906,389.1802978515625,0.9999998807907104,348.4350280761719,325.18597412109375,1.0
26,397.13720703125,412.1947937011719,0.9999997615814209,402.4499206542969,387.760498046875,0.9999999403953552,347.9613952636719,324.89080810546875,1.0
27,397.5477294921875,411.465576171875,0.9999997615814209,402.4293518066406,386.7221374511719,0.9999998211860657,347.4713134765625,324.47943115234375,1.0
28,398.1487731933594,409.9921569824219,0.9999997019767761,401.7510681152344,385.123291015625,0.9999998211860657,346.99957275390625,323.95770263671875,1.0
29,398.2441711425781,408.3694152832031,0.9999997019767761,401.1559143066406,383.62158203125,0.9999995827674866,345.99322509765625,323.53802490234375,1.0
30,398.0882873535156,406.6087646484375,0.9999999403953552,400.84393310546875,382.2729187011719,0.9999997615814209,344.94049072265625,323.2147521972656,1.0
31,397.8077392578125,405.1988220214844,0.9999998807907104,400.3127136230469,380.40106201171875,0.9999997615814209,342.75872802734375,323.0496826171875,1.0
32,397.5141906738281,403.5726623535156,1.0,399.78546142578125,378.8689270019531,0.9999997019767761,341.09619140625,322.7693786621094,1.0
33,397.09295654296875,402.34686279296875,0.9999999403953552,399.3161926269531,377.14556884765625,0.9999992847442627,339.3284912109375,322.1135559082031,1.0
34,397.1188659667969,400.6485290527344,0.9999998807907104,398.4705505371094,375.1965026855469,0.9999995231628418,337.56414794921875,321.3895568847656,0.9999999403953552
35,397.099853515625,398.4863586425781,0.9999995827674866,397.36578369140625,372.6908874511719,0.9999997019767761,336.0393371582031,320.7688903808594,1.0
36,396.6520690917969,396.68218994140625,0.9999997615814209,396.72186279296875,370.5687255859375,0.9999997019767761,334.1118469238281,320.37640380859375,1.0
37,396.42791748046875,394.1715087890625,0.9999997615814209,396.11224365234375,367.9298095703125,0.9999992251396179,332.4775085449219,320.3884582519531,1.0
38,396.2692565917969,391.1269836425781,0.9999998807907104,395.0888366699219,364.98944091796875,0.9999995827674866,330.7675476074219,319.896728515625,1.0
39,396.2798767089844,388.75750732421875,1.0,393.90576171875,362.6646728515625,0.9999995231628418,329.39764404296875,319.91204833984375,1.0
40,396.3371276855469,386.68646240234375,0.9999999403953552,393.2547607421875,360.724853515625,0.9999975562095642,327.5870361328125,319.36248779296875,0.9999998807907104
41,396.29852294921875,384.2608337402344,0.9999996423721313,392.1336364746094,358.747802734375,0.9999995827674866,326.0927734375,319.1001892089844,1.0
42,396.65838623046875,381.25048828125,0.9999997019767761,391.0116271972656,356.4079284667969,0.9999998807907104,324.98406982421875,319.88238525390625,1.0
43,396.254638671875,378.32196044921875,0.9999997615814209,390.0176086425781,354.0085754394531,0.9999999403953552,323.6438293457031,319.95550537109375,1.0
44,396.9999694824219,375.2327880859375,0.9999999403953552,389.94256591796875,352.2352600097656,0.9999998211860657,321.9584655761719,320.6727294921875,1.0
45,397.1521911621094,373.2913818359375,0.9999998807907104,389.0052490234375,350.1139831542969,0.9999998807907104,320.95733642578125,320.9840087890625,0.9999998807907104
46,397.5404052734375,371.3907470703125,1.0,388.2014465332031,348.44659423828125,0.9999998807907104,319.3739318847656,321.07720947265625,1.0
47,398.1712341308594,369.2830810546875,0.9999999403953552,387.2145080566406,347.2376708984375,0.9999998807907104,318.04132080078125,321.4594421386719,1.0
48,398.58123779296875,366.6802062988281,0.9999997615814209,386.1016845703125,345.5049133300781,0.9999998807907104,317.04193115234375,322.15582275390625,1.0
49,398.643310546875,364.4787292480469,0.9999997615814209,385.6730041503906,343.8247985839844,0.9999997615814209,316.11767578125,322.5445556640625,1.0
50,398.6800842285156,362.7306823730469,0.9999997615814209,385.47064208984375,343.0265808105469,0.9999997615814209,315.15496826171875,323.1905212402344,1.0
51,399.08807373046875,360.7579650878906,0.9999994039535522,384.5895690917969,341.7208251953125,0.9999997615814209,314.5343933105469,323.8277893066406,1.0
52,399.2988586425781,358.8053283691406,0.9999998211860657,384.591796875,340.62725830078125,0.9999996423721313,313.6733703613281,324.8819274902344,1.0
53,399.0832214355469,357.06787109375,0.9999998807907104,383.38140869140625,339.10272216796875,0.9999998211860657,312.3565673828125,325.95074462890625,0.9999999403953552
54,398.7722473144531,355.5399475097656,0.9999998807907104,381.9017028808594,337.6239929199219,0.9999999403953552,311.843994140625,326.7534484863281,1.0
55,398.1023254394531,354.54705810546875,1.0,380.9971923828125,336.90960693359375,0.9999998807907104,311.4285583496094,327.47161865234375,1.0
56,397.6454162597656,353.83477783203125,1.0,380.2393493652344,336.5242614746094,0.9999998807907104,310.9161682128906,328.1480407714844,1.0
57,397.4423828125,352.5387268066406,0.9999998807907104,379.4796142578125,336.205078125,0.9999998807907104,310.39935302734375,329.0742492675781,1.0
58,397.4396057128906,351.19610595703125,0.9999998211860657,379.1487121582031,335.7547607421875,0.9999998211860657,309.9976806640625,330.2822570800781,1.0
59,397.8017883300781,350.43267822265625,0.9999998807907104,378.7196960449219,335.3309631347656,0.9999997019767761,309.6536560058594,331.6282043457031,1.0
60,397.7811584472656,349.739501953125,0.9999998211860657,378.32659912109375,335.0169677734375,0.9999995827674866,309.0887145996094,332.7397155761719,1.0
