scorer,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000
bodyparts,headR,headR,headR,headL,headL,headL,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,412.80502223968506,294.32551407814026,1.0,402.88595819473267,274.5327219963074,1.0,378.7322268486023,362.2941541671753,1.0
1,414.2766056060791,294.53057312965393,1.0,404.20706932246685,275.23421573638916,1.0,378.19082832336426,362.26785802841187,1.0
2,415.07551622390747,295.5702681541443,1.0,405.4790128469467,275.43370151519775,1.0,377.6755442619324,361.71885442733765,1.0
3,416.7820191383362,295.9659423828125,1.0,407.4388909339905,274.5369849205017,1.0,377.54557752609253,361.5961079597473,1.0
4,419.0423250198364,295.82960963249207,1.0,409.82640171051025,273.3523693084717,1.0,376.77509117126465,361.12375926971436,1.0
5,421.22068309783936,295.3488914966583,1.0,411.28395652770996,272.6479501724243,1.0,376.1572403907776,360.662926197052,1.0
6,422.4306387901306,295.56497836112976,1.0,413.9910554885864,273.2247495651245,1.0,374.53420639038086,359.7284662723541,1.0
7,425.0163035392761,294.99011492729187,1.0,416.2430772781372,272.6051993370056,1.0,374.4820442199707,358.9496364593506,1.0
8,426.72613286972046,294.4756155014038,1.0,418.0449047088623,272.38442373275757,1.0,374.2443768978119,358.55564880371094,1.0
9,428.7108134627342,292.877384185791,1.0,419.8497915416956,270.91316318511963,1.0,373.81470918655396,357.8275327682495,1.0
10,430.17719984054565,291.9738426208496,1.0,421.2568818330765,270.255916595459,1.0,373.47159707546234,356.9828128814697,1.0
11,432.6317071914673,290.59444999694824,1.0,423.56517338752747,268.81789684295654,1.0,372.8263844847679,355.98935413360596,1.0
12,433.92866468429565,289.55152320861816,1.0,424.961585521698,268.21785259246826,1.0,372.6716728210449,354.92205715179443,1.0
13,435.7310109138489,288.43609523773193,1.0,426.6842842102051,267.4376425743103,1.0,372.6875944137573,353.84220361709595,1.0
14,437.21088886260986,287.6016745567322,1.0,427.0911259651184,267.04134798049927,1.0,373.38542652130127,352.5155653953552,1.0
15,437.73922765254974,286.3323118686676,1.0,428.25287437438965,266.47502613067627,1.0,374.2230443954468,352.0219306945801,1.0
16,439.2216851711273,285.2523683309555,1.0,429.1913232803345,265.3941068649292,1.0,374.2078700065613,350.65940380096436,1.0
17,439.4659924507141,285.44935965538025,1.0,429.8650789260864,264.82560205459595,1.0,374.38611340522766,349.560266494751,1.0
18,439.6390745639801,285.16024112701416,1.0,431.4167869091034,264.69641304016113,1.0,374.8367793560028,348.34115409851074,1.0
19,441.0520477294922,284.5966688990593,1.0,432.79958391189575,264.1725101470947,1.0,375.33774304389954,346.6625061035156,1.0
20,441.85166025161743,285.030957698822,1.0,433.71415424346924,264.31559705734253,1.0,375.61209511756897,344.9594478607178,1.0
21,442.98518657684326,285.2044768333435,1.0,435.7997016906738,264.13835620880127,1.0,374.8661971092224,343.8592405319214,1.0
22,444.4135551452637,285.40551924705505,1.0,437.94404792785645,264.0354514122009,1.0,375.26624751091003,342.6057424545288,1.0
23,445.9288387298584,285.4742158651352,1.0,440.377863407135,263.6124358177185,1.0,375.4458096027374,341.4437665939331,1.0
24,446.71930265426636,285.5772293806076,1.0,441.20965003967285,262.96691060066223,1.0,375.28580617904663,340.2704439163208,1.0
25,447.3458762168884,284.90149652957916,1.0,442.0511884689331,262.5467140674591,1.0,375.8766975402832,339.5991096496582,1.0
26,447.8088846206665,284.94730377197266,1.0,442.41976499557495,262.4775047302246,1.0,376.76489305496216,339.2602767944336,1.0
27,447.7265000343323,284.9924020767212,1.0,441.47269010543823,262.29637694358826,1.0,378.2405767440796,340.346266746521,1.0
28,447.92817401885986,284.7780737876892,1.0,441.04468297958374,262.3463764190674,1.0,379.2071571946144,341.02735710144043,1.0
29,447.44808411598206,285.8443921804428,1.0,440.2449541091919,263.2889938354492,1.0,378.8872205018997,342.65642261505127,1.0
30,447.56166076660156,285.7806934118271,1.0,439.41458344459534,264.30482149124146,1.0,378.44977474212646,344.1820306777954,1.0
31,446.56659412384033,285.4417678117752,1.0,436.78692722320557,265.737096786499,1.0,378.6116895675659,345.4078359603882,1.0
32,445.06171226501465,286.4774754047394,1.0,435.31609582901,265.97524881362915,1.0,378.4152684211731,346.0829005241394,1.0
33,443.6758117675781,287.90530729293823,1.0,435.7650799751282,267.4823980331421,1.0,378.10530710220337,346.8998522758484,1.0
34,443.956618309021,287.4205868244171,1.0,435.7309498786926,266.7184224128723,1.0,377.87985467910767,347.0361518859863,1.0
35,443.91609811782837,288.57277727127075,1.0,436.28241634368896,267.47249126434326,1.0,377.64884757995605,346.7250461578369,1.0
36,444.0011053085327,289.8516092300415,1.0,437.79469895362854,268.449893951416,1.0,377.6628518104553,346.73606061935425,1.0
37,444.8244431614876,291.4710383415222,1.0,438.34564566612244,268.1560802459717,1.0,377.0794143676758,346.10807847976685,1.0
38,445.0382282733917,291.9535403251648,1.0,439.62768721580505,268.7090482711792,1.0,377.18141078948975,345.8567180633545,1.0
39,445.42453122138977,292.36061000823975,1.0,441.13067960739136,268.6702547073364,1.0,376.78004693984985,345.67984533309937,1.0
40,446.18334102630615,292.80716609954834,1.0,443.1880432367325,269.3704423904419,1.0,377.12191677093506,345.27077293395996,1.0
41,446.1840591430664,293.2900606393814,1.0,443.1093775629997,270.3287134170532,1.0,376.65584897994995,344.55905199050903,1.0
42,446.199143409729,293.55710995197296,1.0,443.0545816421509,270.3619136810303,1.0,376.51111030578613,344.1908383369446,1.0
43,446.65081310272217,293.5853340625763,1.0,443.7429912686348,270.6911973953247,1.0,376.6467242240906,344.39308500289917,1.0
44,446.69351387023926,294.07196831703186,1.0,444.06315422058105,270.82819175720215,1.0,376.6700177192688,344.2174654006958,1.0
45,446.9639081954956,293.9088716506958,1.0,445.1429100036621,270.78066396713257,1.0,376.5309295654297,344.2460865974426,1.0
46,447.1361360549927,294.0074472427368,1.0,446.03378772735596,270.8529086112976,1.0,376.4377098083496,344.02242279052734,1.0
47,447.48441338539124,294.8653953075409,1.0,446.5106315612793,271.44146490097046,1.0,376.2181730270386,343.8986322879791,1.0
48,447.6931049823761,294.9152979850769,1.0,446.6551899909973,272.46391582489014,1.0,376.3923306465149,344.13804864883423,1.0
49,447.76245975494385,295.1902074813843,1.0,446.453031539917,272.0787010192871,1.0,376.1316738128662,343.7889883518219,1.0
50,447.33974599838257,295.0912811756134,1.0,446.0066213607788,271.74983310699463,1.0,376.3856644630432,343.96834540367126,1.0
51,447.16231966018677,294.642596244812,1.0,446.2196636199951,271.54136896133423,1.0,376.5025863647461,344.06536626815796,1.0
52,447.4308862686157,294.50447630882263,1.0,446.74859714508057,271.23004961013794,1.0,376.275785446167,343.45126581192017,1.0
53,447.88615894317627,294.16717743873596,1.0,447.371789932251,271.39805936813354,1.0,375.8117895126343,342.6857829093933,1.0
54,447.3030138015747,294.40129232406616,1.0,447.5769338607788,271.14681911468506,1.0,376.32505989074707,343.3133885860443,1.0
55,446.91673159599304,294.53861451148987,1.0,446.91119480133057,271.4861783981323,1.0,376.25054121017456,343.41426730155945,1.0
56,446.8210048675537,294.6307647228241,1.0,446.37959003448486,271.5314054489136,1.0,376.00172424316406,343.4944226741791,1.0
57,447.1161890029907,294.9621777534485,1.0,444.70390224456787,271.23158407211304,1.0,375.43453788757324,343.62132835388184,1.0
58,447.75120878219604,294.47926235198975,1.0,443.12106013298035,270.8529405593872,1.0,375.60930585861206,343.1217441558838,1.0
59,447.75743770599365,292.70416927337646,1.0,440.8063659667969,270.04300117492676,1.0,375.9188823699951,343.2486267089844,1.0
60,447.97845244407654,289.56429290771484,1.0,439.2550446987152,267.4915328025818,1.0,376.94394969940186,343.5852789878845,1.0
61,447.29280257225037,287.0271418094635,1.0,437.33849716186523,266.2987313270569,1.0,377.2711853981018,344.45863914489746,1.0
62,446.50642919540405,285.9503917694092,1.0,435.4556574821472,265.6672430038452,1.0,377.3331127166748,344.98174381256104,1.0
63,445.5658713579178,284.2775068283081,1.0,434.15666341781616,264.26440954208374,1.0,377.4929823875427,345.4756736755371,1.0
64,445.5880298614502,282.65455770492554,1.0,432.4515771865845,263.64203429222107,1.0,378.18001556396484,345.43123054504395,1.0
65,446.0209732055664,280.2207326889038,1.0,430.5193271636963,263.278822183609,1.0,377.94189977645874,344.52310276031494,1.0
66,445.49143719673157,277.2361946105957,1.0,429.57331240177155,262.70432472229004,1.0,377.6970567703247,344.12438583374023,1.0
67,445.62173998355865,273.90757989883423,1.0,428.1175298690796,259.32533597946167,1.0,377.77799701690674,343.18903827667236,1.0
68,446.32072472572327,269.7635431289673,1.0,427.82924938201904,256.6306834220886,1.0,378.66849088668823,341.41014194488525,1.0
69,447.2417514324188,264.5642018318176,1.0,428.70215249061584,253.90481090545654,1.0,380.54333782196045,339.583016872406,1.0
