scorer,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000
bodyparts,headR,headR,headR,headL,headL,headL,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,438.20858812332153,347.2750563621521,1.0,457.70163583755493,355.1996388435364,1.0,466.0846564769745,259.20309591293335,1.0
1,437.9048830270767,347.8301692008972,1.0,457.750994682312,354.8255515098572,1.0,462.516056060791,259.48213052749634,1.0
2,437.77747225761414,347.7672152519226,1.0,457.8686480522156,354.22539806365967,1.0,459.4833008646965,258.3775706291199,1.0
3,437.1637986898422,347.3895745277405,1.0,457.635938167572,353.43593406677246,1.0,455.5008339881897,256.9823546409607,1.0
4,437.0861098766327,347.50847339630127,1.0,457.34283208847046,352.74516105651855,1.0,454.7860507965088,256.07600831985474,1.0
5,437.4069700241089,346.6873550415039,1.0,456.930947303772,352.25210905075073,1.0,454.49269247055054,255.4163110256195,1.0
6,436.3884630203247,345.5621266365051,1.0,455.93569588661194,351.7081480026245,1.0,454.3192365169525,254.93102431297302,1.0
7,435.6891088485718,343.7470543384552,1.0,455.00800037384033,350.4480285644531,1.0,455.02982234954834,255.06552839279175,1.0
8,434.7499575614929,342.6092462539673,1.0,454.24875020980835,349.153920173645,1.0,454.0961332321167,254.9007453918457,1.0
9,433.401508808136,341.7302074432373,1.0,453.18641686439514,348.5474920272827,1.0,454.30745697021484,254.94536590576172,1.0
10,433.12384605407715,339.4194383621216,1.0,451.9232411980629,347.0938081741333,1.0,453.02416133880615,254.0912389755249,1.0
11,432.3688311576843,338.40892601013184,1.0,451.8493766784668,345.9765205383301,1.0,453.488942027092,253.68789291381836,1.0
12,432.0588412284851,337.5635724067688,1.0,451.4305658340454,345.3209719657898,1.0,453.5045152902603,253.28509998321533,1.0
13,431.76411724090576,336.7433557510376,1.0,450.58464002609253,344.58210706710815,1.0,453.81850266456604,253.00090503692627,1.0
14,431.0315487384796,336.4693546295166,1.0,450.1587586402893,344.6764106750488,1.0,454.91969895362854,252.7956428527832,1.0
15,430.58733081817627,336.400906085968,1.0,449.9074058532715,344.8306884765625,1.0,455.109224319458,252.75104331970215,1.0
16,430.18034839630127,336.8144545555115,1.0,449.1822180747986,344.76725149154663,1.0,455.03521728515625,252.7400016784668,1.0
17,429.62985265254974,336.809148311615,1.0,448.89042377471924,344.6948461532593,1.0,454.34809041023254,252.59601306915283,1.0
18,428.97520446777344,337.2142128944397,1.0,448.5344018936157,344.97378492355347,1.0,454.7085072994232,252.6786184310913,1.0
19,428.9151449203491,337.5242624282837,1.0,448.13089323043823,345.03055334091187,1.0,454.63671374320984,252.7921552658081,1.0
20,428.7219167947769,338.0290126800537,1.0,448.23116731643677,345.56024169921875,1.0,454.232990026474,252.7659215927124,1.0
21,428.9519922733307,338.26874351501465,1.0,448.22214794158936,345.53451347351074,1.0,453.99250733852386,252.67783546447754,1.0
22,429.3036367893219,338.27761030197144,1.0,448.52016019821167,345.43416118621826,1.0,453.7273132801056,252.70367813110352,1.0
23,429.4111076593399,338.30538606643677,1.0,448.9114189147949,345.36223220825195,1.0,453.5900081396103,252.66591453552246,1.0
24,429.4734716415405,338.24482822418213,1.0,449.23650217056274,345.2528886795044,1.0,453.6067328453064,252.59971046447754,1.0
25,430.27979588508606,337.88214635849,1.0,449.59087800979614,345.1753511428833,1.0,454.69194650650024,252.5477066040039,1.0
26,430.2806749343872,337.6816077232361,1.0,449.74688053131104,345.1356806755066,1.0,454.0816159248352,252.79390907287598,1.0
27,430.2965395450592,338.13644790649414,1.0,449.82542848587036,345.17221307754517,1.0,454.05218291282654,252.6858901977539,1.0
28,430.2605142593384,338.05770778656006,1.0,449.66146087646484,345.2875952720642,1.0,453.63082814216614,252.55749416351318,1.0
29,430.1684308052063,338.456506729126,1.0,449.9548497200012,345.1598377227783,1.0,453.88767993450165,252.86408233642578,1.0
30,430.92107105255127,338.59630727767944,1.0,450.5837092399597,344.7003746032715,1.0,453.1730740070343,253.38804531097412,1.0
31,431.32696056365967,338.9448776245117,1.0,450.5746555328369,344.92923974990845,1.0,452.55363142490387,253.97410202026367,1.0
32,431.37353563308716,340.34626388549805,1.0,450.9974408149719,344.96765184402466,1.0,454.6189956665039,254.28296756744385,1.0
33,432.01037406921387,341.98464155197144,1.0,451.86647176742554,345.7955918312073,1.0,454.5893211364746,253.98810005187988,1.0
34,432.6031346321106,344.5996823310852,1.0,452.55632305145264,346.6741056442261,1.0,453.78269052505493,253.47004318237305,1.0
35,432.9477205276489,346.18177366256714,1.0,453.0306577682495,346.7581148147583,1.0,452.65094751119614,253.79422569274902,1.0
36,433.1944856643677,348.2154197692871,1.0,453.13738906383514,348.15114307403564,1.0,452.9924045205116,254.22425651550293,1.0
37,432.41301441192627,350.9231221675873,1.0,452.46336755156517,349.9366703033447,1.0,452.8755168914795,255.84168410301208,1.0
38,431.02017998695374,353.62048387527466,1.0,451.8772168159485,352.8871841430664,1.0,452.07524609565735,257.243604183197,1.0
39,429.48044860363007,354.70264768600464,1.0,450.95681619644165,354.1508364677429,1.0,451.1978090405464,259.67384004592896,1.0
40,428.7473263144493,356.9889192581177,1.0,449.9153971672058,356.1048460006714,1.0,450.7268348932266,262.1961793899536,1.0
41,427.44523191452026,358.4237449169159,1.0,447.99255418777466,358.7752342224121,1.0,450.4959726333618,264.8968858718872,1.0
42,425.2758412361145,359.4094064235687,1.0,446.5972640514374,359.48615741729736,1.0,450.6395435333252,267.2381582260132,1.0
43,424.4783535003662,361.27202224731445,1.0,445.8720598220825,360.9521040916443,1.0,450.19765985012054,269.29801654815674,1.0
44,423.1508710384369,363.4732246398926,1.0,444.4857349395752,363.1068878173828,1.0,449.2270698547363,270.0391342639923,1.0
45,421.8728609085083,364.6266326904297,1.0,442.87737131118774,363.54654121398926,1.0,446.6603603363037,272.2908172607422,1.0
46,420.39958015084267,366.1160364151001,1.0,441.66560554504395,364.69802379608154,1.0,442.84184169769287,274.1012854576111,1.0
47,419.14406484365463,365.9437885284424,1.0,440.4425559043884,365.99603939056396,1.0,439.1285049915314,275.61085414886475,1.0
48,417.7423748970032,366.80205059051514,1.0,438.9070053100586,368.10910654067993,1.0,435.6473078131676,276.7373514175415,1.0
49,416.6813254356384,367.4365644454956,1.0,438.6818733215332,368.5210862159729,1.0,432.73747086524963,277.43110370635986,1.0
50,415.45519065856934,368.5392141342163,1.0,437.934681892395,368.72368001937866,1.0,427.85195027291775,277.5879945755005,1.0
51,414.14391565322876,369.5599932670593,1.0,436.0984830856323,368.84749460220337,1.0,424.39439821243286,277.7506548166275,1.0
52,413.2098751068115,371.01681900024414,1.0,434.26472997665405,369.04612731933594,1.0,422.39077615737915,276.3317928314209,1.0
53,411.6237082481384,371.69868659973145,1.0,432.49966526031494,368.9210343360901,1.0,421.36776089668274,275.115394115448,1.0
54,409.68473768234253,370.82195949554443,1.0,431.29481196403503,368.5493264198303,1.0,420.1738002002239,275.10286140441895,1.0
55,408.165189743042,370.12679624557495,1.0,430.6145145893097,368.6440501213074,1.0,419.61461982131004,275.07246494293213,1.0
56,407.13948249816895,369.26707315444946,1.0,430.12168407440186,369.64117193222046,1.0,419.46836602687836,274.84820795059204,1.0
57,406.403156042099,368.71709871292114,1.0,428.5799198150635,369.90498304367065,1.0,418.7294292449951,275.7176847457886,1.0
58,405.71899795532227,367.55503129959106,1.0,427.15782833099365,369.3890857696533,1.0,419.0743755698204,275.5419797897339,1.0
59,405.03113651275635,366.96518659591675,1.0,426.3722610473633,368.75639629364014,1.0,419.29215002059937,274.95194911956787,1.0
60,404.359824180603,366.62124586105347,1.0,425.73896169662476,368.6275067329407,1.0,420.1345405578613,274.1581144332886,1.0
61,404.0084300907329,366.6531753540039,1.0,424.6858162879944,368.351224899292,1.0,420.67613887786865,273.36810874938965,1.0
62,403.94420623779297,364.34782314300537,1.0,424.26607847213745,367.51519775390625,1.0,420.3820867538452,272.8267078399658,1.0
63,403.89518451690674,363.1204023361206,1.0,424.2390127182007,366.86853408813477,1.0,420.25261974334717,272.5320248603821,1.0
64,403.8412551879883,362.50369930267334,1.0,424.24224376678467,366.3868262767792,1.0,420.2265672683716,272.0426859855652,1.0
65,403.10917377471924,360.87649488449097,1.0,423.99748134613037,365.40533924102783,1.0,420.34890937805176,271.61063742637634,1.0
66,402.3136496543884,358.6481635570526,1.0,423.1671767234802,364.4584093093872,1.0,420.3569107055664,271.36691403388977,1.0
67,401.30308961868286,355.6539406776428,1.0,421.937869310379,363.308406829834,1.0,420.2339151352644,270.46854305267334,1.0
68,401.07302713394165,352.99979877471924,1.0,420.4602515697479,362.714391708374,1.0,420.5039629340172,270.28734970092773,1.0
69,400.8333520889282,350.31444001197815,1.0,418.97764015197754,360.85976219177246,1.0,421.3060131072998,269.6120262145996,1.0
