scorer,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000
bodyparts,headR,headR,headR,headL,headL,headL,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,370.7838724851608,301.6255855560303,1.0,355.1550626754761,315.20326709747314,1.0,381.8225165605545,409.58691787719727,1.0
1,370.09976506233215,301.4471445083618,1.0,355.2539858818054,315.9901533126831,1.0,381.80501997470856,407.7412974834442,1.0
2,369.8875765800476,301.51910877227783,1.0,355.15187072753906,316.8861036300659,1.0,382.83119773864746,405.5439248085022,1.0
3,368.8847141265869,301.42982482910156,1.0,355.27685165405273,316.84056186676025,1.0,385.1213376522064,403.0510416030884,1.0
4,368.48286056518555,301.4945363998413,1.0,355.03681230545044,316.6128234863281,1.0,385.46070647239685,402.5301651954651,1.0
5,367.91736459732056,301.4209690093994,1.0,354.7998523712158,316.8447256088257,1.0,387.2734717130661,402.13067626953125,1.0
6,367.73872208595276,301.159384727478,1.0,354.2791485786438,316.91108417510986,1.0,390.52619886398315,401.036669254303,1.0
7,367.12783002853394,300.9244785308838,1.0,354.0274872779846,316.9110174179077,1.0,393.89903450012207,399.24641704559326,1.0
8,366.6963927745819,300.55951595306396,1.0,353.60356855392456,316.48056507110596,1.0,398.16000413894653,398.10172271728516,1.0
9,366.0810730457306,300.55163860321045,1.0,352.8311982154846,317.0120620727539,1.0,401.5643448829651,396.5716543197632,1.0
10,365.4857393503189,300.2084560394287,1.0,352.2780475616455,316.82662868499756,1.0,402.73515701293945,394.78663635253906,1.0
11,364.4752655029297,299.7549538612366,1.0,351.7994775772095,316.9457378387451,1.0,403.23731088638306,392.72355556488037,1.0
12,363.28581285476685,298.638147354126,1.0,351.39850544929504,316.6585521697998,1.0,404.748122215271,392.118980884552,1.0
13,363.07471466064453,298.2512092590332,1.0,351.3344671726227,315.8640398979187,1.0,406.12518882751465,391.89766240119934,1.0
14,363.29543924331665,298.8329577445984,1.0,351.3792724609375,316.6095542907715,1.0,407.7137060165405,389.72101974487305,1.0
15,363.42366313934326,299.2251138687134,1.0,352.18513536453247,317.3661642074585,1.0,407.1131293773651,388.2737350463867,1.0
16,363.5247483253479,299.84148263931274,1.0,352.9586977958679,318.25614166259766,1.0,406.94396781921387,387.4723644256592,1.0
17,363.74834871292114,300.26935291290283,1.0,352.7658541202545,319.22758769989014,1.0,406.2165949344635,387.23787355422974,1.0
18,364.03535652160645,300.1990489959717,1.0,352.52580642700195,318.7598485946655,1.0,405.9363931417465,388.34619140625,1.0
19,364.86414659023285,301.246301651001,1.0,353.75987434387207,319.1487057209015,1.0,405.9230446815491,389.47186279296875,1.0
20,364.7160551548004,301.48741722106934,1.0,353.6260828971863,319.56090092658997,1.0,405.83100616931915,389.35043716430664,1.0
21,364.7115595936775,302.29896354675293,1.0,353.588445186615,320.38204193115234,1.0,406.4348974227905,389.83185863494873,1.0
22,365.0009785890579,302.7834949493408,1.0,353.4065022468567,321.06844186782837,1.0,406.4577946662903,389.5379161834717,1.0
23,365.0808345079422,302.47141456604004,1.0,353.3659906387329,320.60540533065796,1.0,406.8275990486145,389.60919189453125,1.0
24,365.2747541666031,303.033634185791,1.0,353.82448720932007,321.27739429473877,1.0,407.1672010421753,389.62936878204346,1.0
25,364.66245728731155,302.92246437072754,1.0,353.3086323738098,321.2525095939636,1.0,407.3610348701477,389.3969554901123,1.0
26,364.13287258148193,303.12849259376526,1.0,352.7195930480957,321.5800156593323,1.0,407.2488579750061,389.3255624771118,1.0
27,364.08545077592134,302.78355979919434,1.0,352.68489360809326,321.4864602088928,1.0,407.2179090976715,389.3128786087036,1.0
28,363.4462080001831,302.44446754455566,1.0,352.3287978172302,321.1660876274109,1.0,407.6991786956787,388.92021656036377,1.0
29,362.8413163423538,301.988112449646,1.0,351.7674307823181,320.4564609527588,1.0,407.84422516822815,388.82355880737305,1.0
30,362.3742046356201,301.56432819366455,1.0,351.53063464164734,320.34913396835327,1.0,407.74846625328064,388.26282501220703,1.0
31,361.63725996017456,301.31310081481934,1.0,350.3861198425293,320.07199716567993,1.0,407.73745250701904,387.9496383666992,1.0
32,361.0782060623169,300.76166439056396,1.0,349.81266593933105,319.8090147972107,1.0,408.0748801231384,387.31455993652344,1.0
33,360.85822439193726,300.60244274139404,1.0,349.6686086654663,319.1862347126007,1.0,408.1761107444763,387.10008907318115,1.0
34,360.0249762535095,300.3409824371338,1.0,348.8768062591553,318.9879324436188,1.0,408.36644172668457,386.63701725006104,1.0
35,359.2017607688904,299.95061016082764,1.0,348.028525352478,318.99577808380127,1.0,408.36583852767944,386.14773321151733,1.0
36,357.81921088695526,298.99620056152344,1.0,347.058810710907,318.5075035095215,1.0,408.5716800689697,385.5900225639343,1.0
37,356.5480737686157,298.68049669265747,1.0,346.21855783462524,317.74427700042725,1.0,408.73668098449707,385.4643759727478,1.0
38,355.8088297843933,298.09095525741577,1.0,345.0187063217163,316.75962829589844,1.0,409.5116810798645,384.7373127937317,1.0
39,354.93354988098145,297.99981451034546,1.0,344.86069345474243,317.0889072418213,1.0,409.65989446640015,383.99697256088257,1.0
40,353.63860988616943,297.3556070327759,1.0,344.03330850601196,316.4435920715332,1.0,410.27132546901703,383.52579975128174,1.0
41,353.3151054382324,296.9949355125427,1.0,343.5486695766449,316.5582580566406,1.0,409.93377923965454,382.9984121322632,1.0
42,352.7240605354309,295.98661160469055,1.0,342.30850052833557,315.05954122543335,1.0,410.63156175613403,382.52818393707275,1.0
43,352.4242205619812,295.82940220832825,1.0,342.02490162849426,315.5984501838684,1.0,410.41423082351685,382.07079887390137,1.0
44,349.99833488464355,295.1784999370575,1.0,341.2329168319702,314.1163010597229,1.0,410.01731872558594,382.13738918304443,1.0
45,349.0738799571991,294.6632146835327,1.0,340.70328998565674,313.8192410469055,1.0,410.23928451538086,381.5078172683716,1.0
46,347.6978513300419,294.1167345046997,1.0,339.31368494033813,313.9920196533203,1.0,410.3494634628296,381.0852518081665,1.0
47,346.38893473148346,294.4038724899292,1.0,338.76135301589966,314.65332651138306,1.0,410.23027658462524,380.1948652267456,1.0
48,344.22814416885376,295.2295684814453,1.0,338.32826232910156,315.822304725647,1.0,410.2218198776245,379.74009466171265,1.0
49,342.78418493270874,295.6909399032593,1.0,337.4068431854248,317.0957317352295,1.0,410.6831212043762,378.8851590156555,1.0
50,341.31439316272736,296.9068956375122,1.0,336.0017466545105,318.78650665283203,1.0,410.42616844177246,378.2825856208801,1.0
51,339.75442361831665,297.618754863739,1.0,335.45200657844543,319.02943325042725,1.0,410.67027950286865,377.576717376709,1.0
52,339.0982127189636,298.31019496917725,1.0,335.1629686355591,319.8338997364044,1.0,410.7731566429138,376.57103872299194,1.0
53,338.105619430542,298.31804037094116,1.0,334.5546646118164,320.0007839202881,1.0,410.68142557144165,376.20863580703735,1.0
54,337.1520586013794,299.321412563324,1.0,334.3452367782593,320.83478450775146,1.0,410.69228982925415,375.5774390697479,1.0
55,336.4530758857727,299.6406669616699,1.0,333.7139616012573,321.55833673477173,1.0,412.0624153278768,374.68582248687744,1.0
56,336.49843168258667,300.940052986145,1.0,333.48186111450195,321.7011957168579,1.0,411.9756459426135,374.36089992523193,1.0
57,336.4263792037964,301.39819526672363,1.0,333.47870922088623,322.6315846443176,1.0,412.23478128015995,373.4321241378784,1.0
58,337.190438747406,301.4977445602417,1.0,334.0921440124512,323.32698917388916,1.0,411.5853587090969,373.5168046951294,1.0
59,338.3543076515198,302.3263359069824,1.0,335.8458466529846,324.17487716674805,1.0,412.2016773223877,372.40849590301514,1.0
60,339.0177760720253,303.43466091156006,1.0,336.2632179260254,324.6975631713867,1.0,412.1873774975538,373.36317920684814,1.0
61,339.8607587814331,303.2392990589142,1.0,336.4888505935669,325.5009241104126,1.0,412.89790004491806,373.5178327560425,1.0
62,340.67781698703766,303.89360523223877,1.0,337.11899280548096,325.07509994506836,1.0,413.8482812643051,374.6513719558716,1.0
63,341.92664432525635,304.5900058746338,1.0,338.3808788061142,327.29991340637207,1.0,414.230450630188,375.1784965991974,1.0
64,343.25556683540344,305.6899061203003,1.0,339.6753578186035,327.24180245399475,1.0,414.36473274230957,375.5659649372101,1.0
65,344.8738160133362,306.4055757522583,1.0,340.8807557821274,328.2328176498413,1.0,414.88613772392273,375.27787685394287,1.0
66,346.51146936416626,306.6944308280945,1.0,341.9057283401489,327.5312111377716,1.0,414.8452558517456,375.888906955719,1.0
67,347.3843026161194,306.8257451057434,1.0,342.7871961593628,327.557904958725,1.0,415.3374443054199,375.69628262519836,1.0
68,347.6440873146057,307.06208896636963,1.0,343.01840686798096,327.74130606651306,1.0,415.80673336982727,377.0671820640564,1.0
69,348.1266851425171,307.29597568511963,1.0,342.9805727005005,328.72435569763184,1.0,416.2933406829834,377.5178165435791,1.0
