scorer,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000
bodyparts,headR,headR,headR,headL,headL,headL,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,477.599347949028,107.18893003463745,1.0,466.12213003635406,86.8569803237915,1.0,385.86380100250244,115.94939374923706,1.0
1,476.729512989521,106.48667764663696,1.0,465.5245313644409,87.01895999908447,1.0,385.41005849838257,115.87044191360474,1.0
2,476.7716369628906,106.16683006286621,1.0,464.7814793586731,85.4730852842331,1.0,384.6109309196472,116.11386203765869,1.0
3,476.01077361311764,105.9379677772522,1.0,463.4456276893616,84.033127784729,1.0,384.4849147796631,117.05133628845215,1.0
4,474.3439372777939,104.29600811004639,1.0,461.9390927553177,84.19350624084473,1.0,383.90005326271057,117.52898216247559,1.0
5,475.1259970664978,104.44930267333984,1.0,461.5406197309494,84.10089492797852,1.0,383.4866123199463,118.83292007446289,1.0
6,473.4534640312195,103.56922006607056,1.0,460.57921808958054,83.6955041885376,1.0,382.9789128303528,120.60520267486572,1.0
7,472.19296312332153,101.78469181060791,1.0,457.86556673049927,84.47877311706543,1.0,382.1429648399353,120.83531951904297,1.0
8,470.5571072101593,102.6129219532013,1.0,457.310124874115,83.88986301422119,1.0,381.4040765762329,120.74226903915405,1.0
9,469.51001954078674,102.48090720176697,1.0,456.77539014816284,83.33191061019897,1.0,380.6220235824585,120.92323064804077,1.0
10,467.63189125061035,100.59963726997375,1.0,455.316579580307,83.98552227020264,1.0,379.46108961105347,121.35662364959717,1.0
11,467.78763151168823,100.39695018529892,1.0,454.76437854766846,83.24621057510376,1.0,378.36677169799805,121.73061227798462,1.0
12,465.1809000968933,99.38538241386414,1.0,455.1035876274109,84.26785442233086,1.0,377.7142767906189,121.9491868019104,1.0
13,461.67843782901764,99.16871166229248,1.0,453.03752994537354,82.83301448822021,1.0,377.4109058380127,121.63192796707153,1.0
14,460.0688979253173,97.56341600418091,1.0,453.68224370479584,86.20724701881409,1.0,377.13245677948,121.56832361221313,1.0
15,461.4919309616089,100.87304782867432,1.0,449.9723491668701,81.52172946929932,1.0,376.328097820282,121.58543634414673,1.0
16,459.1125373840332,102.94965720176697,1.0,448.09413862228394,82.96028184890747,1.0,375.59111189842224,122.74015665054321,1.0
17,456.48989629745483,107.10129165649414,1.0,447.0259118080139,83.20497417449951,1.0,375.37734484672546,123.13766956329346,1.0
18,453.27033364772797,109.75449919700623,1.0,447.0713620185852,85.21164226531982,1.0,374.76660799980164,122.63724613189697,1.0
19,451.9628472328186,111.93898153305054,1.0,448.3983488082886,86.13387203216553,1.0,373.7731659412384,122.58672332763672,1.0
20,450.691689491272,112.87770366668701,1.0,449.21441984176636,86.29963302612305,1.0,373.08873748779297,122.32376480102539,1.0
21,450.4467763900757,113.9773006439209,1.0,448.6481189727783,87.6281406879425,1.0,373.1615152359009,122.11522579193115,1.0
22,452.62476152181625,113.98990535736084,1.0,448.48675537109375,88.04048681259155,1.0,372.91017150878906,122.15781164169312,1.0
23,454.5839591026306,113.66079378128052,1.0,448.7100496292114,88.1260757446289,1.0,372.0820426940918,121.65118169784546,1.0
24,457.15892219543457,112.4083662033081,1.0,448.4511184692383,87.46611499786377,1.0,371.547372341156,121.29266929626465,1.0
25,459.3762995004654,111.12661457061768,1.0,449.6499512195587,87.88206195831299,1.0,371.27077293395996,121.53466320037842,1.0
26,460.6251968741417,109.91193199157715,1.0,450.01435351371765,87.2787675857544,1.0,371.19282817840576,121.85333299636841,1.0
27,460.85448127985,108.64784717559814,1.0,449.900826215744,86.88410091400146,1.0,371.7324409484863,122.32467842102051,1.0
28,462.23903918266296,106.90059232711792,1.0,450.9381687641144,86.02225494384766,1.0,372.15466594696045,122.39836883544922,1.0
29,462.7099301815033,104.98438119888306,1.0,450.66851139068604,85.97620677947998,1.0,372.6546974182129,122.69604873657227,1.0
30,462.3788537979126,104.09947299957275,1.0,450.18371868133545,85.38100147247314,1.0,373.7523123025894,123.09361696243286,1.0
31,462.5925998687744,103.5877628326416,1.0,450.4172172546387,85.14256858825684,1.0,374.1073966026306,123.81490468978882,1.0
32,462.61526322364807,102.97243213653564,1.0,450.45326375961304,85.07789039611816,1.0,374.32640171051025,124.21270084381104,1.0
33,462.44587874412537,104.20725774765015,1.0,450.9977889060974,85.21245670318604,1.0,374.75759768486023,124.11140060424805,1.0
34,463.15573143959045,105.35647869110107,1.0,451.690691947937,85.41686248779297,1.0,374.7017185688019,123.76264142990112,1.0
35,463.0449547767639,105.53921747207642,1.0,451.6387758255005,85.67350006103516,1.0,374.3376557826996,123.4912657737732,1.0
36,462.44016289711,105.99568557739258,1.0,451.8508728891611,84.9349718093872,1.0,374.52224802970886,123.62148475646973,1.0
37,463.2163755893707,105.1111946105957,1.0,451.45612621307373,85.99767875671387,1.0,374.2737512588501,123.50079202651978,1.0
38,463.84855365753174,103.11521530151367,1.0,451.06534004211426,85.82708644866943,1.0,373.80451714992523,123.07873439788818,1.0
39,463.79695773124695,101.0784273147583,1.0,450.3435130119324,84.52662181854248,1.0,373.7730379104614,123.3094334602356,1.0
40,464.3309564590454,99.8496527671814,1.0,450.3493609428406,83.69239711761475,1.0,374.0468201637268,123.77422380447388,1.0
41,464.6870822906494,98.71533918380737,1.0,449.92678785324097,82.60471057891846,1.0,374.4914643764496,124.34178733825684,1.0
42,465.510853767395,97.35370445251465,1.0,449.755473613739,81.76068210601807,1.0,375.38398003578186,124.69295120239258,1.0
43,465.78624510765076,94.52090740203857,1.0,449.27804231643677,80.85801935195923,1.0,376.5414671897888,125.56147480010986,1.0
44,466.6838598251343,93.20620155334473,1.0,448.74351930618286,79.90652894973755,1.0,378.2822781801224,128.11283016204834,1.0
45,468.0435457229614,92.00129508972168,1.0,449.143522977829,79.30221366882324,1.0,380.48127365112305,131.4008264541626,1.0
46,468.4566125869751,90.24678182601929,1.0,449.2884249687195,77.91790008544922,1.0,383.97792649269104,136.31243705749512,1.0
47,467.03854179382324,88.29403400421143,1.0,446.87877798080444,77.45464038848877,1.0,387.3937211036682,140.04694175720215,1.0
48,464.7249598503113,85.2325267791748,1.0,445.56724071502686,76.10718059539795,1.0,391.529837846756,144.87332439422607,1.0
49,462.29263162612915,80.71732378005981,1.0,443.4743695259094,75.05805826187134,1.0,395.99849996936973,148.3234157562256,1.0
50,456.1155138015747,76.19675540924072,1.0,440.8846664428711,74.65790843963623,1.0,400.1145124435425,151.79488015174866,1.0
51,452.03986263275146,72.18410015106201,1.0,436.77916717529297,73.01131010055542,1.0,405.5539661645889,153.41070556640625,1.0
52,451.661907941103,69.74020671844482,1.0,432.2224164009094,73.8129072189331,1.0,415.98420548439026,156.12737560272217,1.0
53,448.34910249710083,69.02681922912598,1.0,428.3630027770996,75.16778516769409,1.0,424.91235065460205,157.85004234313965,1.0
54,445.1047166585922,68.08205604553223,1.0,424.9166178703308,77.15407752990723,1.0,432.9369149208069,159.20182514190674,1.0
55,440.4140205383301,67.5142011642456,1.0,421.91477966308594,78.85235118865967,1.0,438.5922689437866,159.28157711029053,1.0
56,435.01474809646606,67.15998315811157,1.0,418.38132333755493,80.61538696289062,1.0,443.7106509208679,158.78331542015076,1.0
57,428.79351234436035,67.75192356109619,1.0,414.80491852760315,82.74808692932129,1.0,450.3249354362488,159.49432969093323,1.0
58,423.57550263404846,69.7584457397461,1.0,411.0216474533081,87.01232433319092,1.0,455.0717055797577,158.38946914672852,1.0
59,417.4759826660156,71.98429870605469,1.0,407.95783615112305,89.95804834365845,1.0,458.41331338882446,156.48946380615234,1.0
60,412.6644926071167,73.67279434204102,1.0,404.67858123779297,92.97650527954102,1.0,460.01142597198486,154.63149785995483,1.0
61,406.75403022766113,76.0936508178711,1.0,400.2370319366455,95.84432792663574,1.0,461.4335050582886,152.27324438095093,1.0
62,401.73389625549316,78.23615074157715,1.0,395.6799702644348,98.47974157333374,1.0,462.7379789352417,148.5848150253296,1.0
63,396.6753396987915,79.66803169250488,1.0,390.7919898033142,100.34622573852539,1.0,464.3526802062988,144.44141244888306,1.0
64,389.9085861444473,80.92647361755371,1.0,386.803448677063,101.7669734954834,1.0,464.57821464538574,140.60409832000732,1.0
65,385.24089527130127,81.19145727157593,1.0,381.9769330024719,101.74675941467285,1.0,463.63741660118103,135.04840183258057,1.0
66,380.45998191833496,81.69119215011597,1.0,377.23115062713623,103.35971736907959,1.0,462.257887840271,126.03592705726624,1.0
67,376.2623014450073,81.51276302337646,1.0,373.52726197242737,104.21883010864258,1.0,462.80161213874817,124.82677745819092,1.0
68,373.265184879303,82.31722974777222,1.0,370.2453328371048,104.11574363708496,1.0,461.3661069869995,123.58653020858765,1.0
69,371.59213399887085,83.48035907745361,1.0,368.26690101623535,104.55026531219482,1.0,460.62992572784424,119.37085771560669,1.0
