scorer,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000,DeepCut_resnet101_Three_pointMay8shuffle1_1030000
bodyparts,headR,headR,headR,headL,headL,headL,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,170.58755350112915,109.17321491241455,1.0,170.07692050933838,130.3424563407898,1.0,268.0816009864211,116.14362049102783,1.0
1,170.6683430671692,109.3266716003418,1.0,170.30521631240845,131.11162614822388,1.0,267.9794341698289,115.24408674240112,1.0
2,170.596986413002,110.05052947998047,1.0,170.02639770507812,132.7502202987671,1.0,267.75496880710125,114.64349222183228,1.0
3,169.5737223625183,110.27258682250977,1.0,170.141863822937,133.0828104019165,1.0,267.6117925643921,113.89316940307617,1.0
4,169.79918384552002,110.98377776145935,1.0,170.64728498458862,132.89867496490479,1.0,266.93316888809204,113.27589702606201,1.0
5,171.92752985656261,110.61353492736816,1.0,171.1414104104042,132.41719722747803,1.0,266.27627897262573,113.48051309585571,1.0
6,172.78604316711426,110.8490161895752,1.0,171.62721583247185,132.21789741516113,1.0,266.1528754234314,113.35991144180298,1.0
7,173.55382919311523,110.49999904632568,1.0,172.12071393430233,131.4977831840515,1.0,266.17754554748535,113.4513111114502,1.0
8,173.57500565052032,110.29084587097168,1.0,172.16253128647804,131.21727466583252,1.0,266.4579839706421,113.52921867370605,1.0
9,174.3284876346588,110.06262302398682,1.0,173.01266300678253,131.09154415130615,1.0,266.4104676246643,113.46975135803223,1.0
10,174.35994839668274,109.95071983337402,1.0,172.99350899457932,130.92827796936035,1.0,266.4014501571655,113.15122890472412,1.0
11,174.23659253120422,109.91606044769287,1.0,173.08199799060822,130.6222267150879,1.0,266.54411125183105,113.51257753372192,1.0
12,174.29363632202148,110.08944129943848,1.0,173.26448214054108,130.9324131011963,1.0,266.6137909889221,113.4349012374878,1.0
13,174.39759182929993,110.12656784057617,1.0,173.21101069450378,130.94149684906006,1.0,266.5249710083008,113.40110969543457,1.0
14,173.9971694946289,110.65954804420471,1.0,172.9099571108818,131.17963552474976,1.0,266.4960284233093,113.51365232467651,1.0
15,173.85554242134094,110.39775657653809,1.0,172.62301456928253,131.04161882400513,1.0,266.35477924346924,113.53529453277588,1.0
16,173.99146842956543,110.61320304870605,1.0,173.13180196285248,131.33676719665527,1.0,266.3260817527771,113.30533266067505,1.0
17,174.49435329437256,110.43333911895752,1.0,174.5772533416748,131.22105646133423,1.0,265.0046877861023,113.53341388702393,1.0
18,174.79877018928528,110.18541240692139,1.0,174.30728578567505,130.53145599365234,1.0,265.66007232666016,113.12174320220947,1.0
19,175.57583594322205,109.45450973510742,1.0,174.60875988006592,129.52818489074707,1.0,265.7577772140503,113.73253393173218,1.0
20,174.47118043899536,109.59234619140625,1.0,174.62445306777954,129.72117948532104,1.0,265.96678352355957,113.52310943603516,1.0
21,173.73453164100647,109.29454135894775,1.0,174.95394921302795,129.62925100326538,1.0,266.07076120376587,113.98871278762817,1.0
22,173.34048628807068,109.73419189453125,1.0,174.14940094947815,130.12618207931519,1.0,265.6257915496826,113.15444612503052,1.0
23,172.73692470788956,110.31924438476562,1.0,173.4218031167984,131.4115285873413,1.0,265.16537857055664,112.2996563911438,1.0
24,171.72184705734253,111.2400975227356,1.0,172.7792932987213,132.08051204681396,1.0,264.73499393463135,111.78071546554565,1.0
25,169.7324562072754,111.8821222782135,1.0,171.46717739105225,132.84447765350342,1.0,264.1745009422302,111.67139077186584,1.0
26,168.10398817062378,112.84433603286743,1.0,170.8764419555664,133.57322883605957,1.0,264.1860008239746,111.88794898986816,1.0
27,167.78542566299438,113.01313591003418,1.0,170.96516835689545,133.40554332733154,1.0,263.80560994148254,111.61806082725525,1.0
28,167.37094068527222,113.43154382705688,1.0,170.83087837696075,134.0872449874878,1.0,262.9585027694702,111.44607758522034,1.0
29,165.96368765830994,115.38862085342407,1.0,170.50432968139648,135.5372474193573,1.0,262.80398178100586,110.87813591957092,1.0
30,164.83637762069702,117.09535026550293,1.0,169.31659030914307,137.12192678451538,1.0,262.5030424594879,110.03269600868225,1.0
31,162.00011014938354,121.09974908828735,1.0,167.7342791557312,139.18874216079712,1.0,260.8178299665451,108.27493286132812,1.0
32,158.05829906463623,123.79442644119263,1.0,164.57668715715408,141.7284631729126,1.0,258.22580230236053,107.66512298583984,1.0
33,154.12033557891846,126.55153942108154,1.0,160.76911449432373,144.99120140075684,1.0,254.04288148880005,105.69309759140015,1.0
34,150.5914855003357,129.35676383972168,1.0,159.3245017528534,147.6037950515747,1.0,250.87917947769165,103.75631213188171,1.0
35,148.27214089035988,131.65072202682495,1.0,157.93170261383057,150.43791508674622,1.0,246.2993528842926,102.65634632110596,1.0
36,145.69610953330994,135.60398483276367,1.0,155.174729347229,153.5123233795166,1.0,241.56847763061523,102.12614059448242,1.0
37,144.84984683990479,137.37024641036987,1.0,153.27187824249268,154.36185455322266,1.0,238.3793568611145,100.6915927529335,1.0
38,143.41137504577637,137.85857629776,1.0,151.8926591873169,155.4103684425354,1.0,235.98984192032367,98.97818660736084,1.0
39,141.28871822357178,139.47173976898193,1.0,149.88041234016418,157.0345687866211,1.0,232.64668321609497,97.02407550811768,1.0
40,140.0686550140381,140.26264667510986,1.0,148.90668511390686,157.7903299331665,1.0,229.50938057899475,97.6240873336792,1.0
41,139.71466827392578,140.61064052581787,1.0,148.89520853757858,157.87517642974854,1.0,226.93152904510498,98.16524267196655,1.0
42,139.15154445171356,141.32982349395752,1.0,149.1821016073227,158.34798908233643,1.0,225.07207775115967,98.06488752365112,1.0
43,139.43908524513245,141.60233116149902,1.0,149.92476212978363,158.69470286369324,1.0,224.41184282302856,97.79533529281616,1.0
44,140.03383913636208,142.07554244995117,1.0,150.59664177894592,159.0499746799469,1.0,224.14708709716797,97.1575174331665,1.0
45,141.15395092964172,140.7129249572754,1.0,150.890939950943,158.01529479026794,1.0,223.84939789772034,97.64033317565918,1.0
46,141.58413302898407,140.19800567626953,1.0,151.9390435218811,157.7032459974289,1.0,224.39180040359497,98.50414800643921,1.0
47,141.24200201034546,140.25866317749023,1.0,152.0729684829712,157.28305578231812,1.0,224.13756847381592,98.81370258331299,1.0
48,140.8972440958023,140.1471176147461,1.0,151.35678482055664,157.58747005462646,1.0,223.5012505054474,98.99791383743286,1.0
49,139.89827658981085,140.78128719329834,1.0,151.0537645816803,157.9852101802826,1.0,222.93280005455017,99.70356559753418,1.0
50,139.1051049232483,141.41395092010498,1.0,150.0072021484375,158.2636640071869,1.0,222.41886734962463,100.87489056587219,1.0
51,137.94332027435303,142.80893325805664,1.0,148.20488834381104,159.47267246246338,1.0,221.96028864383698,102.70520353317261,1.0
52,138.4308453798294,143.05261421203613,1.0,147.89080095291138,160.42210721969604,1.0,221.7678679227829,105.66257953643799,1.0
53,140.41368833184242,141.27337646484375,1.0,148.41064262390137,159.67723846435547,1.0,221.69947254657745,108.1921443939209,1.0
54,141.9857475757599,140.71695613861084,1.0,148.9429349899292,157.11327934265137,1.0,222.27916836738586,111.26053643226624,1.0
55,142.24285340309143,141.46418857574463,1.0,147.36892223358154,159.97515749931335,1.0,222.96262121200562,112.76412343978882,1.0
56,138.31817626953125,143.19538640975952,1.0,147.0373227596283,157.75834333896637,1.0,223.5560178756714,113.88493204116821,1.0
57,138.2067313194275,143.61915230751038,1.0,146.89500856399536,158.18128395080566,1.0,223.43363690376282,114.57470607757568,1.0
58,135.88071632385254,143.34080457687378,1.0,147.0814684033394,154.83279514312744,1.0,221.75611817836761,114.387451171875,1.0
59,141.59863984584808,142.41264367103577,1.0,147.77397583425045,155.57985481619835,1.0,220.24945056438446,114.05233383178711,1.0
60,142.03837275505066,141.20796978473663,1.0,146.51134300231934,154.33672857284546,0.9999997615814209,219.41246795654297,113.02000093460083,1.0
61,143.7438189983368,138.871666431427,1.0,146.88322365283966,155.13882893323898,0.9999997019767761,218.76498079299927,112.7099962234497,1.0
62,143.9868402481079,135.51759004592896,1.0,145.867502450943,152.77777886390686,0.9999997019767761,217.9942479133606,112.27573537826538,1.0
63,144.85297298431396,134.45241689682007,1.0,144.97143268585205,151.8217167854309,0.9999986886978149,218.05002307891846,112.26652145385742,1.0
64,144.1874361038208,132.73922723531723,1.0,145.79142093658447,147.74012523889542,0.9999977350234985,218.12738418579102,112.53892612457275,1.0
65,145.11246371269226,132.51011961698532,0.9999998807907104,147.58300158381462,138.41106414794922,0.9999734163284302,218.20665788650513,112.45704936981201,1.0
66,145.39937686920166,133.1704614162445,0.9999997615814209,147.5504664182663,137.93816566467285,0.9999665021896362,218.6541566848755,111.86735773086548,1.0
67,144.39757895469666,132.44604694843292,0.999998152256012,146.9203301668167,137.1065001487732,0.9999978542327881,218.85076904296875,111.53377985954285,1.0
68,144.92123436927795,132.77863639593124,0.9999762773513794,147.21676981449127,136.09772539138794,0.9999948740005493,218.9434208869934,111.20937824249268,1.0
