,size,treatment,animal,dimension,Embedding
0,1.7693670951431901,LES,10,1,body
1,1.0249924432566344,LES,10,2,body
2,0.1515874361517272,LES,10,3,body
3,-0.3086637623391225,LES,10,4,body
4,-0.8860168106557328,LES,10,5,body
5,-1.5567185793250555,LES,10,6,body
6,-2.0421142716379097,LES,10,7,body
7,-1.213689676141725,LES,10,8,body
8,-2.8945934522633836,LES,10,9,body
9,-3.6632515742874805,LES,10,10,body
10,-3.8972166608062517,LES,10,11,body
11,-5.974322739493868,LES,10,12,body
12,-6.639158692787015,LES,10,13,body
13,-6.959129206434039,LES,10,14,body
14,-6.721829098122391,LES,10,15,body
15,-7.7392946597194605,LES,10,16,body
16,-8.164658554281914,LES,10,17,body
17,-8.473802589154662,LES,10,18,body
18,-7.900951463535068,LES,10,19,body
19,-9.462640999262778,LES,10,20,body
20,-10.111534269190813,LES,10,21,body
21,-9.124188323536034,LES,10,22,body
22,-9.345931498968818,LES,10,23,body
23,-9.148155881190961,LES,10,24,body
24,-10.7697864772192,LES,10,25,body
25,-10.333618534666396,LES,10,26,body
26,-10.78747846476854,LES,10,27,body
27,-10.523970402416317,LES,10,28,body
28,-10.824602497524381,LES,10,29,body
29,-10.798486522289322,LES,10,30,body
30,-11.182130472849847,LES,10,31,body
31,-10.76753309610966,LES,10,32,body
32,-10.949942047533687,LES,10,33,body
33,-11.758261966559713,LES,10,34,body
34,-10.515707330731875,LES,10,35,body
35,-10.518597641781582,LES,10,36,body
36,-10.847817557844193,LES,10,37,body
37,-11.373768088429173,LES,10,38,body
38,-11.572840247272996,LES,10,39,body
39,-11.108921848987523,LES,10,40,body
40,-11.483818531848696,LES,10,41,body
41,-11.95716698609645,LES,10,42,body
42,-12.617778982637114,LES,10,43,body
43,-12.329960899176415,LES,10,44,body
44,-12.056532789415147,LES,10,45,body
45,-12.393481163759532,LES,10,46,body
46,-12.265011029317721,LES,10,47,body
47,-12.156579795086378,LES,10,48,body
48,-11.869504984040613,LES,10,49,body
49,-11.747321046824569,LES,10,50,body
50,-12.31642233978039,LES,10,51,body
51,-12.662587263639203,LES,10,52,body
52,-12.32855896628832,LES,10,53,body
53,-12.459860155893216,LES,10,54,body
54,-12.444967767401714,LES,10,55,body
55,-12.593705282779604,LES,10,56,body
56,-11.79701164422639,LES,10,57,body
57,-12.34709773513299,LES,10,58,body
58,-11.956526351460225,LES,10,59,body
59,-0.2466345364528469,LES,10,1,head
60,-0.2719627913799253,LES,10,2,head
61,-1.332637612283818,LES,10,3,head
62,-2.5708268311179427,LES,10,4,head
63,-2.343175763522463,LES,10,5,head
64,-2.944899741521595,LES,10,6,head
65,-3.0185370047714626,LES,10,7,head
66,-3.882299918136081,LES,10,8,head
67,-3.660343674898007,LES,10,9,head
68,-4.531040572544092,LES,10,10,head
69,-4.656603756945386,LES,10,11,head
70,-4.659598625084056,LES,10,12,head
71,-4.683057089451795,LES,10,13,head
72,-4.943992217343219,LES,10,14,head
73,-5.055077108808446,LES,10,15,head
74,-5.497151095477734,LES,10,16,head
75,-5.5902248406224455,LES,10,17,head
76,-5.250444423785334,LES,10,18,head
77,-5.480841500619819,LES,10,19,head
78,-5.481801585884848,LES,10,20,head
79,-5.692160810240481,LES,10,21,head
80,-6.09973932414979,LES,10,22,head
81,-6.106391953862395,LES,10,23,head
82,-5.923318304739806,LES,10,24,head
83,-6.144878026076494,LES,10,25,head
84,-6.435278524521965,LES,10,26,head
85,-6.719054637936358,LES,10,27,head
86,-7.125255603681272,LES,10,28,head
87,-6.7315855817165815,LES,10,29,head
88,-6.66866592682081,LES,10,30,head
89,-6.724343282162048,LES,10,31,head
90,-6.838359676168584,LES,10,32,head
91,-7.410891067258431,LES,10,33,head
92,-7.53425915273907,LES,10,34,head
93,-7.382106786744488,LES,10,35,head
94,-7.032264193421073,LES,10,36,head
95,-6.954582718654353,LES,10,37,head
96,-7.735630132972826,LES,10,38,head
97,-7.562814852762402,LES,10,39,head
98,-7.327827037448251,LES,10,40,head
99,-7.68174066661241,LES,10,41,head
100,-7.815315292751585,LES,10,42,head
101,-7.929013618073501,LES,10,43,head
102,-8.251646004283112,LES,10,44,head
103,-8.3209827585938,LES,10,45,head
104,-8.206451341871364,LES,10,46,head
105,-9.336058099066772,LES,10,47,head
106,-8.898509889915113,LES,10,48,head
107,-8.192410084529168,LES,10,49,head
108,-9.247339392269602,LES,10,50,head
109,-9.207307252781439,LES,10,51,head
110,-8.967444625971932,LES,10,52,head
111,-9.015675295151363,LES,10,53,head
112,-8.530256950934062,LES,10,54,head
113,-8.888802616427128,LES,10,55,head
114,-8.946005808768511,LES,10,56,head
115,-9.156939738565493,LES,10,57,head
116,-9.507577064790084,LES,10,58,head
117,-9.530897441400988,LES,10,59,head
118,1.7360207271962713,LES,10,1,Combined
119,1.0551708700394475,LES,10,2,Combined
120,0.16910540520436618,LES,10,3,Combined
121,-0.30927241135846956,LES,10,4,Combined
122,-0.8703820273437656,LES,10,5,Combined
123,-1.5477462225074359,LES,10,6,Combined
124,-2.0525416153740137,LES,10,7,Combined
125,-1.6765943384654882,LES,10,8,Combined
126,-1.2458486203653831,LES,10,9,Combined
127,-2.946924979794748,LES,10,10,Combined
128,-2.5296517855591256,LES,10,11,Combined
129,-3.6169492752483694,LES,10,12,Combined
130,-3.5859050438102673,LES,10,13,Combined
131,-4.147786175219861,LES,10,14,Combined
132,-3.7935769863915754,LES,10,15,Combined
133,-4.206739828225826,LES,10,16,Combined
134,-4.4137116052210805,LES,10,17,Combined
135,-4.5245909135657465,LES,10,18,Combined
136,-5.423942308652149,LES,10,19,Combined
137,-6.084086253682225,LES,10,20,Combined
138,-5.134242178748989,LES,10,21,Combined
139,-5.982539476042198,LES,10,22,Combined
140,-5.961606870677176,LES,10,23,Combined
141,-6.108575343214724,LES,10,24,Combined
142,-5.9412458575246205,LES,10,25,Combined
143,-6.121045254759728,LES,10,26,Combined
144,-6.313388785371876,LES,10,27,Combined
145,-5.95815325923317,LES,10,28,Combined
146,-6.375583693540663,LES,10,29,Combined
147,-6.4938538444641445,LES,10,30,Combined
148,-6.361845950520252,LES,10,31,Combined
149,-6.5974542720123255,LES,10,32,Combined
150,-6.8877546933791,LES,10,33,Combined
151,-6.419308081850577,LES,10,34,Combined
152,-6.437794031471934,LES,10,35,Combined
153,-6.4778669843724765,LES,10,36,Combined
154,-6.738604111444992,LES,10,37,Combined
155,-7.081988654179752,LES,10,38,Combined
156,-7.588081548200524,LES,10,39,Combined
157,-7.4888537322268425,LES,10,40,Combined
158,-6.923428070506399,LES,10,41,Combined
159,-7.118751937801692,LES,10,42,Combined
160,-7.44674459884289,LES,10,43,Combined
161,-8.547332351074948,LES,10,44,Combined
162,-7.698249294141447,LES,10,45,Combined
163,-8.080876521748054,LES,10,46,Combined
164,-8.0647142514412,LES,10,47,Combined
165,-7.7590787856636645,LES,10,48,Combined
166,-7.65071309999669,LES,10,49,Combined
167,-7.677740138544506,LES,10,50,Combined
168,-7.780432629624018,LES,10,51,Combined
169,-8.351210293261698,LES,10,52,Combined
170,-8.520436079608574,LES,10,53,Combined
171,-8.409939037448337,LES,10,54,Combined
172,-7.9854907301079985,LES,10,55,Combined
173,-7.944200561383725,LES,10,56,Combined
174,-9.410317213501829,LES,10,57,Combined
175,-8.688920907791102,LES,10,58,Combined
176,-8.511959498035749,LES,10,59,Combined
177,1.4700721625595654,LES,09,1,body
178,0.9151781331468354,LES,09,2,body
179,-0.10382746437754059,LES,09,3,body
180,-0.9631010929236208,LES,09,4,body
181,-1.2175240677000427,LES,09,5,body
182,-1.5152354781281951,LES,09,6,body
183,-1.8041109343978587,LES,09,7,body
184,-1.8044264627120654,LES,09,8,body
185,-2.004456340323055,LES,09,9,body
186,-3.9809443431635465,LES,09,10,body
187,-5.722374111508353,LES,09,11,body
188,-8.495503950039812,LES,09,12,body
189,-8.066897701342928,LES,09,13,body
190,-7.3288797099690735,LES,09,14,body
191,-9.277905606858237,LES,09,15,body
192,-9.451043870690807,LES,09,16,body
193,-9.10175754286,LES,09,17,body
194,-10.89716845411945,LES,09,18,body
195,-10.433790591925083,LES,09,19,body
196,-11.717322614763674,LES,09,20,body
197,-11.681944785295808,LES,09,21,body
198,-11.096006282922577,LES,09,22,body
199,-11.463761429371013,LES,09,23,body
200,-11.140501709639734,LES,09,24,body
201,-13.966734079440403,LES,09,25,body
202,-14.409589908327387,LES,09,26,body
203,-12.549349508134439,LES,09,27,body
204,-12.968115166011092,LES,09,28,body
205,-14.798208693989055,LES,09,29,body
206,-13.652376638306555,LES,09,30,body
207,-12.93288027109141,LES,09,31,body
208,-12.598628985860268,LES,09,32,body
209,-15.854567263967226,LES,09,33,body
210,-15.777103507754711,LES,09,34,body
211,-12.369593655831135,LES,09,35,body
212,-15.137432275438861,LES,09,36,body
213,-15.193685428325567,LES,09,37,body
214,-14.210306185162851,LES,09,38,body
215,-14.240509034214568,LES,09,39,body
216,-14.65487780885965,LES,09,40,body
217,-15.553563200244689,LES,09,41,body
218,-15.221856645113798,LES,09,42,body
219,-14.52713673650434,LES,09,43,body
220,-14.58865175322483,LES,09,44,body
221,-14.199911201928746,LES,09,45,body
222,-14.796527259249507,LES,09,46,body
223,-15.391403588646837,LES,09,47,body
224,-15.196887717007984,LES,09,48,body
225,-15.675016693872085,LES,09,49,body
226,-14.845525337326686,LES,09,50,body
227,-15.44957927957842,LES,09,51,body
228,-15.289256817486896,LES,09,52,body
229,-15.425509693389793,LES,09,53,body
230,-15.768936079903876,LES,09,54,body
231,-14.81480518965062,LES,09,55,body
232,-15.81912424652642,LES,09,56,body
233,-16.08797371615552,LES,09,57,body
234,-16.18715640094707,LES,09,58,body
235,-16.745684699474285,LES,09,59,body
236,-0.36368929668885164,LES,09,1,head
237,-1.1924871215593114,LES,09,2,head
238,-1.8560722690216251,LES,09,3,head
239,-1.5354227423903382,LES,09,4,head
240,-1.7836817705953036,LES,09,5,head
241,-2.7630719777579342,LES,09,6,head
242,-4.064830050317366,LES,09,7,head
243,-4.231513476769998,LES,09,8,head
244,-5.588323237543679,LES,09,9,head
245,-5.88237881555609,LES,09,10,head
246,-6.603862977097026,LES,09,11,head
247,-8.240450501733843,LES,09,12,head
248,-8.118355192549867,LES,09,13,head
249,-9.052355499672247,LES,09,14,head
250,-8.666388995504564,LES,09,15,head
251,-8.820003470180701,LES,09,16,head
252,-8.971290354262635,LES,09,17,head
253,-9.04790195218801,LES,09,18,head
254,-9.3176914125497,LES,09,19,head
255,-10.37391720592063,LES,09,20,head
256,-10.240895665234854,LES,09,21,head
257,-9.307799898690273,LES,09,22,head
258,-9.67328385743914,LES,09,23,head
259,-11.258706115709998,LES,09,24,head
260,-10.656904861892091,LES,09,25,head
261,-10.142105734865964,LES,09,26,head
262,-10.978064685643751,LES,09,27,head
263,-12.195408447000139,LES,09,28,head
264,-11.17601042576193,LES,09,29,head
265,-11.403954573225066,LES,09,30,head
266,-12.21252678170421,LES,09,31,head
267,-11.473218560622442,LES,09,32,head
268,-12.609082078478197,LES,09,33,head
269,-10.457236380615418,LES,09,34,head
270,-10.644567135102426,LES,09,35,head
271,-10.783003485774811,LES,09,36,head
272,-11.480403122844692,LES,09,37,head
273,-13.957452803368506,LES,09,38,head
274,-11.413568593295286,LES,09,39,head
275,-11.251517522001691,LES,09,40,head
276,-12.923558182483664,LES,09,41,head
277,-14.408195453845872,LES,09,42,head
278,-14.187815501903938,LES,09,43,head
279,-11.878673982446516,LES,09,44,head
280,-12.899811668983206,LES,09,45,head
281,-13.436423142590304,LES,09,46,head
282,-11.759190211395833,LES,09,47,head
283,-13.220526155173875,LES,09,48,head
284,-12.24565183334041,LES,09,49,head
285,-12.39762704150786,LES,09,50,head
286,-12.132996642851364,LES,09,51,head
287,-12.464769055955811,LES,09,52,head
288,-12.297023535282184,LES,09,53,head
289,-11.766844723031749,LES,09,54,head
290,-11.457279490102994,LES,09,55,head
291,-14.065630876131959,LES,09,56,head
292,-14.100817334771188,LES,09,57,head
293,-14.578846510500005,LES,09,58,head
294,-13.64739323223636,LES,09,59,head
295,1.4256956750841396,LES,09,1,Combined
296,0.926724401115242,LES,09,2,Combined
297,-0.12930426521907964,LES,09,3,Combined
298,-0.9784514650396,LES,09,4,Combined
299,-1.2525751632459732,LES,09,5,Combined
300,-1.595744128814165,LES,09,6,Combined
301,-1.5116455723154065,LES,09,7,Combined
302,-1.7965658234242445,LES,09,8,Combined
303,-1.8117453257637912,LES,09,9,Combined
304,-2.0011095841533724,LES,09,10,Combined
305,-2.9965504451860325,LES,09,11,Combined
306,-3.4060992515347635,LES,09,12,Combined
307,-4.154629698549457,LES,09,13,Combined
308,-3.10082744793657,LES,09,14,Combined
309,-3.3789854896957414,LES,09,15,Combined
310,-4.410657611422085,LES,09,16,Combined
311,-5.56841274233077,LES,09,17,Combined
312,-6.611765905058034,LES,09,18,Combined
313,-6.079539065489973,LES,09,19,Combined
314,-7.295660250079473,LES,09,20,Combined
315,-8.528971666725589,LES,09,21,Combined
316,-7.928540831506832,LES,09,22,Combined
317,-7.58794706200132,LES,09,23,Combined
318,-8.127458015083265,LES,09,24,Combined
319,-7.801053375042108,LES,09,25,Combined
320,-9.084169016046715,LES,09,26,Combined
321,-8.931258095933801,LES,09,27,Combined
322,-9.57015046715825,LES,09,28,Combined
323,-8.998148622104798,LES,09,29,Combined
324,-10.465021601557128,LES,09,30,Combined
325,-10.811164299433608,LES,09,31,Combined
326,-10.445615354336326,LES,09,32,Combined
327,-10.834012925565577,LES,09,33,Combined
328,-10.621883805208403,LES,09,34,Combined
329,-10.63396308161666,LES,09,35,Combined
330,-10.187698040584962,LES,09,36,Combined
331,-9.61969434999171,LES,09,37,Combined
332,-10.477436017082443,LES,09,38,Combined
333,-11.729737242779906,LES,09,39,Combined
334,-12.13633307398777,LES,09,40,Combined
335,-11.240317654997387,LES,09,41,Combined
336,-11.350008574684137,LES,09,42,Combined
337,-10.622477140013762,LES,09,43,Combined
338,-11.035472032351066,LES,09,44,Combined
339,-12.315833392306368,LES,09,45,Combined
340,-11.807439412822182,LES,09,46,Combined
341,-11.540408044661838,LES,09,47,Combined
342,-10.798503631327579,LES,09,48,Combined
343,-12.658414032626549,LES,09,49,Combined
344,-12.564072709338786,LES,09,50,Combined
345,-11.306480147979457,LES,09,51,Combined
346,-12.90160310556041,LES,09,52,Combined
347,-12.96611784272741,LES,09,53,Combined
348,-11.867791990251396,LES,09,54,Combined
349,-12.200810070667062,LES,09,55,Combined
350,-12.491151269995452,LES,09,56,Combined
351,-12.055554619533495,LES,09,57,Combined
352,-12.080051189286282,LES,09,58,Combined
353,-12.213029638145171,LES,09,59,Combined
354,0.24400519989131583,SHM,20,1,body
355,-0.45690086672972446,SHM,20,2,body
356,-0.7816222911941586,SHM,20,3,body
357,-1.3527667110908037,SHM,20,4,body
358,-1.5986293730794254,SHM,20,5,body
359,-1.4839134852263343,SHM,20,6,body
360,-1.41800341912364,SHM,20,7,body
361,-2.365036522842568,SHM,20,8,body
362,-3.2069430906756398,SHM,20,9,body
363,-4.077904763088702,SHM,20,10,body
364,-5.609848333099441,SHM,20,11,body
365,-7.130524455740493,SHM,20,12,body
366,-8.46752173415174,SHM,20,13,body
367,-8.528725199450777,SHM,20,14,body
368,-8.462328075041594,SHM,20,15,body
369,-8.770274628062449,SHM,20,16,body
370,-9.502462638869664,SHM,20,17,body
371,-10.540791858009774,SHM,20,18,body
372,-9.997310181588762,SHM,20,19,body
373,-10.805513892754513,SHM,20,20,body
374,-10.779081843397902,SHM,20,21,body
375,-10.59616194313516,SHM,20,22,body
376,-10.674684109988174,SHM,20,23,body
377,-11.181020612779415,SHM,20,24,body
378,-11.318679217344913,SHM,20,25,body
379,-11.345540799203812,SHM,20,26,body
380,-11.993398430968695,SHM,20,27,body
381,-12.08448733692751,SHM,20,28,body
382,-12.932262190499323,SHM,20,29,body
383,-13.066745441532266,SHM,20,30,body
384,-12.394194581186515,SHM,20,31,body
385,-12.51781152154218,SHM,20,32,body
386,-12.755279025558318,SHM,20,33,body
387,-13.137919858271204,SHM,20,34,body
388,-12.842621450456006,SHM,20,35,body
389,-12.71471470290042,SHM,20,36,body
390,-12.696279747439107,SHM,20,37,body
391,-13.633549864958221,SHM,20,38,body
392,-13.440326418890269,SHM,20,39,body
393,-14.167126268063274,SHM,20,40,body
394,-14.590740934544604,SHM,20,41,body
395,-13.897088564696993,SHM,20,42,body
396,-13.724916572488048,SHM,20,43,body
397,-13.77145543957291,SHM,20,44,body
398,-14.449770678542059,SHM,20,45,body
399,-14.04950215963838,SHM,20,46,body
400,-14.428545543076291,SHM,20,47,body
401,-14.999819526794381,SHM,20,48,body
402,-14.719905670530581,SHM,20,49,body
403,-14.327259275548696,SHM,20,50,body
404,-13.710118031362088,SHM,20,51,body
405,-14.360425599934763,SHM,20,52,body
406,-14.900893941296912,SHM,20,53,body
407,-14.094546334397968,SHM,20,54,body
408,-14.567979975143572,SHM,20,55,body
409,-13.634725867241887,SHM,20,56,body
410,-13.546478261121138,SHM,20,57,body
411,-14.374436424698494,SHM,20,58,body
412,-14.347139280815266,SHM,20,59,body
413,0.25431444974320494,SHM,20,1,head
414,-0.3012492155668342,SHM,20,2,head
415,-1.2206739918342862,SHM,20,3,head
416,-1.6042654306038746,SHM,20,4,head
417,-1.6720272583221496,SHM,20,5,head
418,-1.9485488901799992,SHM,20,6,head
419,-2.535734254344248,SHM,20,7,head
420,-3.3232005592918306,SHM,20,8,head
421,-4.278762871511931,SHM,20,9,head
422,-5.734756884768023,SHM,20,10,head
423,-5.739711500394437,SHM,20,11,head
424,-5.069799230858706,SHM,20,12,head
425,-5.284688302926328,SHM,20,13,head
426,-6.065721595136947,SHM,20,14,head
427,-6.432287589672049,SHM,20,15,head
428,-6.242184248191483,SHM,20,16,head
429,-5.91460461835864,SHM,20,17,head
430,-5.682316047277084,SHM,20,18,head
431,-5.797990652390124,SHM,20,19,head
432,-5.912736105328467,SHM,20,20,head
433,-6.529956712645706,SHM,20,21,head
434,-7.085125724374505,SHM,20,22,head
435,-7.097427410569327,SHM,20,23,head
436,-7.16892204472052,SHM,20,24,head
437,-7.163982300081618,SHM,20,25,head
438,-7.195536190764154,SHM,20,26,head
439,-7.414024026733354,SHM,20,27,head
440,-7.6620785988885745,SHM,20,28,head
441,-7.125700884516072,SHM,20,29,head
442,-7.022526849572053,SHM,20,30,head
443,-7.866479423006495,SHM,20,31,head
444,-8.705626323958079,SHM,20,32,head
445,-8.589906222620721,SHM,20,33,head
446,-8.140056625154564,SHM,20,34,head
447,-8.920675722122823,SHM,20,35,head
448,-9.195535328714005,SHM,20,36,head
449,-8.966926304421325,SHM,20,37,head
450,-10.390158072282,SHM,20,38,head
451,-9.604857881938575,SHM,20,39,head
452,-9.208527388824661,SHM,20,40,head
453,-8.737872648577355,SHM,20,41,head
454,-8.886549058404427,SHM,20,42,head
455,-9.337643314809535,SHM,20,43,head
456,-9.68121395269384,SHM,20,44,head
457,-9.379235954561949,SHM,20,45,head
458,-8.692739555123737,SHM,20,46,head
459,-8.976621168125059,SHM,20,47,head
460,-8.738776088045006,SHM,20,48,head
461,-8.625006097510123,SHM,20,49,head
462,-8.393935274450127,SHM,20,50,head
463,-8.434045857779003,SHM,20,51,head
464,-9.847473960859832,SHM,20,52,head
465,-10.631767601814285,SHM,20,53,head
466,-9.920477334252599,SHM,20,54,head
467,-10.200774115366798,SHM,20,55,head
468,-10.253202349317641,SHM,20,56,head
469,-9.755635525181319,SHM,20,57,head
470,-9.582944335537299,SHM,20,58,head
471,-11.021262160202573,SHM,20,59,head
472,0.4529320549942205,SHM,20,1,Combined
473,-0.3180902332108034,SHM,20,2,Combined
474,-0.9556712155914702,SHM,20,3,Combined
475,-0.8806850582640956,SHM,20,4,Combined
476,-1.5777357303466386,SHM,20,5,Combined
477,-1.2892743701560587,SHM,20,6,Combined
478,-1.9012638073019266,SHM,20,7,Combined
479,-1.5782263257925326,SHM,20,8,Combined
480,-1.6786890836442534,SHM,20,9,Combined
481,-1.8239614406617426,SHM,20,10,Combined
482,-2.0288949837778305,SHM,20,11,Combined
483,-2.5446720872516035,SHM,20,12,Combined
484,-2.178544211542,SHM,20,13,Combined
485,-2.367238817433229,SHM,20,14,Combined
486,-3.0759544202067857,SHM,20,15,Combined
487,-3.7031829373840055,SHM,20,16,Combined
488,-3.6854402944645086,SHM,20,17,Combined
489,-4.596991967290579,SHM,20,18,Combined
490,-4.679083293233493,SHM,20,19,Combined
491,-5.938916327234862,SHM,20,20,Combined
492,-5.8718183893974265,SHM,20,21,Combined
493,-5.443976858656826,SHM,20,22,Combined
494,-5.9735782476162145,SHM,20,23,Combined
495,-5.478695690612951,SHM,20,24,Combined
496,-6.2248478941668655,SHM,20,25,Combined
497,-6.257730668934174,SHM,20,26,Combined
498,-6.238841590245289,SHM,20,27,Combined
499,-6.3543842486745,SHM,20,28,Combined
500,-5.971096882153088,SHM,20,29,Combined
501,-5.959140639290777,SHM,20,30,Combined
502,-6.073165249029806,SHM,20,31,Combined
503,-6.752935651531471,SHM,20,32,Combined
504,-7.27631434376285,SHM,20,33,Combined
505,-7.254987318735854,SHM,20,34,Combined
506,-7.323500749507476,SHM,20,35,Combined
507,-7.505471268346634,SHM,20,36,Combined
508,-7.332489823324121,SHM,20,37,Combined
509,-7.351221149896608,SHM,20,38,Combined
510,-7.586830221321251,SHM,20,39,Combined
511,-7.841881561361167,SHM,20,40,Combined
512,-7.273655677501962,SHM,20,41,Combined
513,-7.186655965517011,SHM,20,42,Combined
514,-8.071601439863061,SHM,20,43,Combined
515,-8.864242845804094,SHM,20,44,Combined
516,-8.746240784802,SHM,20,45,Combined
517,-8.331915654563458,SHM,20,46,Combined
518,-8.92399653319671,SHM,20,47,Combined
519,-9.060673158488296,SHM,20,48,Combined
520,-9.283879508801924,SHM,20,49,Combined
521,-9.185638668254558,SHM,20,50,Combined
522,-9.192129976726154,SHM,20,51,Combined
523,-10.556909099065027,SHM,20,52,Combined
524,-9.823209724343867,SHM,20,53,Combined
525,-9.370551026106154,SHM,20,54,Combined
526,-8.871567361576256,SHM,20,55,Combined
527,-9.070580866006225,SHM,20,56,Combined
528,-9.519173871726172,SHM,20,57,Combined
529,-9.847393211669374,SHM,20,58,Combined
530,-9.548167128231702,SHM,20,59,Combined
531,0.7170489224876124,LES,S0,1,body
532,1.4628531326465364,LES,S0,2,body
533,0.7435196516957309,LES,S0,3,body
534,-1.9146100815876157,LES,S0,4,body
535,-0.649714279976187,LES,S0,5,body
536,0.1534957006403608,LES,S0,6,body
537,-0.18391178343285816,LES,S0,7,body
538,-1.7855918683342364,LES,S0,8,body
539,-2.7683974008172267,LES,S0,9,body
540,-5.110924569808144,LES,S0,10,body
541,-6.217215826810228,LES,S0,11,body
542,-7.639838556055697,LES,S0,12,body
543,-7.743222441618502,LES,S0,13,body
544,-8.809968161817801,LES,S0,14,body
545,-8.2858522773178,LES,S0,15,body
546,-9.074649721998679,LES,S0,16,body
547,-9.317017321590498,LES,S0,17,body
548,-10.090704842597178,LES,S0,18,body
549,-11.282625743471069,LES,S0,19,body
550,-12.845104527596916,LES,S0,20,body
551,-10.620385570008533,LES,S0,21,body
552,-11.96333836971272,LES,S0,22,body
553,-10.691356357360132,LES,S0,23,body
554,-13.930399077949108,LES,S0,24,body
555,-10.981871172717579,LES,S0,25,body
556,-11.921774127055324,LES,S0,26,body
557,-13.191155494498341,LES,S0,27,body
558,-14.360746031117834,LES,S0,28,body
559,-13.701461435214531,LES,S0,29,body
560,-13.080691032919944,LES,S0,30,body
561,-13.735508776013416,LES,S0,31,body
562,-14.838168077246316,LES,S0,32,body
563,-14.134342251137973,LES,S0,33,body
564,-15.684207770579862,LES,S0,34,body
565,-15.202811494132751,LES,S0,35,body
566,-14.442828684828248,LES,S0,36,body
567,-14.524584476862962,LES,S0,37,body
568,-15.556287056850255,LES,S0,38,body
569,-16.545064619875138,LES,S0,39,body
570,-15.874399193722553,LES,S0,40,body
571,-16.692909446513962,LES,S0,41,body
572,-16.712249447429606,LES,S0,42,body
573,-16.216510732278028,LES,S0,43,body
574,-17.11048685189113,LES,S0,44,body
575,-17.160783395407346,LES,S0,45,body
576,-16.839808502396302,LES,S0,46,body
577,-15.041383925391253,LES,S0,47,body
578,-15.341606338029438,LES,S0,48,body
579,-16.215935886924175,LES,S0,49,body
580,-15.408576053204575,LES,S0,50,body
581,-16.418182834901117,LES,S0,51,body
582,-15.921976548822661,LES,S0,52,body
583,-16.783323721291243,LES,S0,53,body
584,-17.096165931802624,LES,S0,54,body
585,-17.308273822120054,LES,S0,55,body
586,-17.308598962849683,LES,S0,56,body
587,-17.981309204550747,LES,S0,57,body
588,-16.896763182353908,LES,S0,58,body
589,-16.765380764419582,LES,S0,59,body
590,0.48752616448897357,LES,S0,1,head
591,0.4943720091536242,LES,S0,2,head
592,-2.004692247874066,LES,S0,3,head
593,-2.458986878539112,LES,S0,4,head
594,-1.9623699375708483,LES,S0,5,head
595,-4.809129141502986,LES,S0,6,head
596,-5.107934502360088,LES,S0,7,head
597,-3.5260287998795445,LES,S0,8,head
598,-6.678362906203984,LES,S0,9,head
599,-5.990873325174452,LES,S0,10,head
600,-7.03232301826404,LES,S0,11,head
601,-7.741645103028024,LES,S0,12,head
602,-7.837274431158728,LES,S0,13,head
603,-8.596556884455346,LES,S0,14,head
604,-8.408642227704707,LES,S0,15,head
605,-9.810477127061944,LES,S0,16,head
606,-10.6256182074349,LES,S0,17,head
607,-10.849160457261572,LES,S0,18,head
608,-9.453027409876563,LES,S0,19,head
609,-10.03057982815837,LES,S0,20,head
610,-11.600254904305382,LES,S0,21,head
611,-12.541071778003293,LES,S0,22,head
612,-11.980844596567744,LES,S0,23,head
613,-12.668772140624558,LES,S0,24,head
614,-12.340737405047266,LES,S0,25,head
615,-13.267883550483909,LES,S0,26,head
616,-12.549580738863916,LES,S0,27,head
617,-13.472682341037642,LES,S0,28,head
618,-13.63256049993004,LES,S0,29,head
619,-13.133506905907746,LES,S0,30,head
620,-13.306333070117326,LES,S0,31,head
621,-13.841095822811981,LES,S0,32,head
622,-12.919664306485943,LES,S0,33,head
623,-12.806926766827052,LES,S0,34,head
624,-13.819729676633377,LES,S0,35,head
625,-14.413146539283458,LES,S0,36,head
626,-14.954998797040341,LES,S0,37,head
627,-14.518278884385035,LES,S0,38,head
628,-13.978923208543437,LES,S0,39,head
629,-15.579579953025359,LES,S0,40,head
630,-16.156179444427472,LES,S0,41,head
631,-15.966848590386467,LES,S0,42,head
632,-15.715180020556707,LES,S0,43,head
633,-15.849950987426615,LES,S0,44,head
634,-15.15821307109318,LES,S0,45,head
635,-15.980933408214486,LES,S0,46,head
636,-15.230471075898693,LES,S0,47,head
637,-15.061141321823058,LES,S0,48,head
638,-15.586972026276806,LES,S0,49,head
639,-14.446428389291269,LES,S0,50,head
640,-15.899767550057176,LES,S0,51,head
641,-14.450168230318162,LES,S0,52,head
642,-16.05556914974023,LES,S0,53,head
643,-16.36174592079577,LES,S0,54,head
644,-16.86242113371467,LES,S0,55,head
645,-16.803617550479434,LES,S0,56,head
646,-16.84175217737642,LES,S0,57,head
647,-16.51030125508843,LES,S0,58,head
648,-16.734075079502812,LES,S0,59,head
649,0.881912695979404,LES,S0,1,Combined
650,1.4977415915682655,LES,S0,2,Combined
651,0.6769522681703128,LES,S0,3,Combined
652,-0.5823657243597731,LES,S0,4,Combined
653,-2.185852947940821,LES,S0,5,Combined
654,0.1529075957263094,LES,S0,6,Combined
655,-2.850622460470767,LES,S0,7,Combined
656,-0.24183494137003947,LES,S0,8,Combined
657,-1.751574270631866,LES,S0,9,Combined
658,-2.87084505772713,LES,S0,10,Combined
659,-2.840059633577619,LES,S0,11,Combined
