,log_lyp,lyp,dim,treatment,animal
442,-3.8108122032903724,0.022130197436526215,17,LES,0901
443,-3.817921783747081,0.021973418992188465,19,LES,0901
444,-3.8190092812740906,0.021949535942107246,21,LES,0901
445,-3.81870971264307,0.02195611231952996,23,LES,0901
446,-3.807464287711851,0.022204411631389896,25,LES,0901
447,-3.827124008671654,0.021772142165931412,27,LES,0901
448,-3.812564157558389,0.02209146028544196,29,LES,0901
449,-3.8279359787873806,0.02175447101233252,31,LES,0901
450,0.4835286924722209,1.6217871050284831,3,LES,0810
451,-1.0499851806063005,0.3499429350148556,5,LES,0810
452,-2.1071642226135134,0.12158225825373395,7,LES,0810
453,-3.1709115190198465,0.04196532826945396,9,LES,0810
454,-3.990075544311051,0.018498316624448497,11,LES,0810
455,-4.026802004381325,0.01783126317054306,13,LES,0810
456,-4.163426132549791,0.015554175857000465,15,LES,0810
457,-4.1321804870399585,0.016047848519191207,17,LES,0810
458,-4.202435433003832,0.014959100533583515,19,LES,0810
459,-4.052740861742525,0.017374687700886304,21,LES,0810
460,-4.217882892296803,0.014729796082396511,23,LES,0810
461,-4.219307346662898,0.014708829096857596,25,LES,0810
462,-4.214123046355264,0.0147852820904732,27,LES,0810
463,-4.218139951657568,0.014726010137058574,29,LES,0810
464,-4.213428038557549,0.014795561548555484,31,LES,0810
465,1.0297903059946119,2.80047852956418,3,LES,S078
466,-1.243056620795556,0.2885010305926269,5,LES,S078
467,-1.6813860777892813,0.18611582615995886,7,LES,S078
468,-2.699889625260471,0.06721293094009674,9,LES,S078
469,-3.900723026809952,0.020227281290778904,11,LES,S078
470,-4.276669859978287,0.0138888369311773,13,LES,S078
471,-4.1501512909579805,0.015762031651588893,15,LES,S078
472,-4.302289225108196,0.013537533052480585,17,LES,S078
473,-4.3465400778242085,0.012951546490844068,19,LES,S078
474,-4.287519720629163,0.013738959530614563,21,LES,S078
475,-4.323436058255769,0.013254262790462821,23,LES,S078
476,-4.303596918935951,0.013519841674039136,25,LES,S078
477,-4.282840321223598,0.013803400264053085,27,LES,S078
478,-4.310837247193472,0.013422307099579447,29,LES,S078
479,-4.341060870289363,0.013022705471349556,31,LES,S078
